# Report generated on: 2025-12-06 16:11:45
mu_n,Cox,W,L,VGS,VTH,VDS,lambda,Temperature,AC,Area,Cs,vrms,Ron,VFS,Nbits,VOV,ID_linear,ID_saturation,gm,ro,Av,vn_rms,Cs_required,mismatch,Psampling,Pq,SNR_linear,SNR_dB,ENOB
0.05,0.005,1e-05,1.8e-07,1.0,0.5,0.8,0.05,300,0.02,1000,1e-12,1e-4,200,1.0,12,0.5,0.0011555556,0.0018055556,0.0072222222,11076.923,80,6.435796e-05,4.141947e-13,6.324555e-04,1e-6,5e-7,1.9952623e7,73,11.833887
